Student ID,grade,school_name,reading_score,math_score
930,12th,Huang High School,76,72
931,11th,Huang High School,96,83
932,9th,Huang High School,65,55
933,9th,Huang High School,84,83
934,9th,Huang High School,94,61
935,11th,Huang High School,80,56
936,12th,Huang High School,73,65
937,11th,Huang High School,77,95
938,9th,Huang High School,88,71
939,9th,Huang High School,68,63
940,9th,Huang High School,80,69
941,11th,Huang High School,86,88
942,11th,Huang High School,98,86
943,11th,Huang High School,73,95
944,10th,Huang High School,95,60
945,11th,Huang High School,86,74
946,12th,Huang High School,92,80
947,10th,Huang High School,80,81
948,9th,Huang High School,80,87
949,10th,Huang High School,72,78
950,9th,Huang High School,80,94
951,10th,Huang High School,91,80
952,12th,Huang High School,66,90
953,11th,Huang High School,81,79
954,11th,Huang High School,70,77
955,9th,Huang High School,65,82
956,11th,Huang High School,87,58
957,10th,Huang High School,71,59
958,9th,Huang High School,83,76
959,11th,Huang High School,67,57
960,10th,Huang High School,76,76
961,11th,Huang High School,77,69
962,10th,Huang High School,95,99
963,10th,Huang High School,66,66
964,11th,Huang High School,66,62
965,9th,Huang High School,73,81
966,12th,Huang High School,83,95
967,12th,Huang High School,94,85
968,9th,Huang High School,97,78
969,11th,Huang High School,84,79
970,10th,Huang High School,64,85
971,11th,Huang High School,87,80
972,11th,Huang High School,83,59
973,10th,Huang High School,63,81
974,9th,Huang High School,79,63
975,11th,Huang High School,77,66
976,10th,Huang High School,77,72
977,10th,Huang High School,72,77
978,9th,Huang High School,96,56
979,12th,Huang High School,86,83
980,12th,Huang High School,92,57
981,10th,Huang High School,79,70
982,10th,Huang High School,98,67
983,11th,Huang High School,78,73
984,11th,Huang High School,74,76
985,9th,Huang High School,70,97
986,9th,Huang High School,81,85
987,10th,Huang High School,67,93
988,11th,Huang High School,78,81
989,9th,Huang High School,69,81
990,12th,Huang High School,96,75
991,10th,Huang High School,65,66
992,9th,Huang High School,72,71
993,12th,Huang High School,85,70
994,9th,Huang High School,65,63
995,11th,Huang High School,89,60
996,11th,Huang High School,63,75
997,11th,Huang High School,83,96
998,9th,Huang High School,72,90
999,12th,Huang High School,88,67
1000,10th,Huang High School,81,73
1001,10th,Huang High School,99,89
1002,11th,Huang High School,98,73
1003,9th,Huang High School,68,71
1004,9th,Huang High School,69,88
1005,12th,Huang High School,96,57
1006,9th,Huang High School,93,82
1007,12th,Huang High School,89,68
1008,10th,Huang High School,96,57
1009,9th,Huang High School,89,94
1010,10th,Huang High School,89,80
1011,9th,Huang High School,85,98
1012,11th,Huang High School,73,76
1013,10th,Huang High School,74,91
1014,12th,Huang High School,78,93
1015,11th,Huang High School,98,83
1016,12th,Huang High School,87,93
1017,10th,Huang High School,85,84
1018,9th,Huang High School,91,69
1019,10th,Huang High School,97,89
1020,12th,Huang High School,74,98
1021,12th,Huang High School,88,81
1022,10th,Huang High School,99,58
1023,12th,Huang High School,85,89
1024,11th,Huang High School,96,91
1025,10th,Huang High School,93,61
1026,9th,Huang High School,94,62
1027,12th,Huang High School,66,80
1028,11th,Huang High School,96,86
1029,12th,Huang High School,67,84
1030,12th,Huang High School,77,59
1031,10th,Huang High School,71,67
1032,9th,Huang High School,98,98
1033,11th,Huang High School,70,85
1034,9th,Huang High School,94,93
1035,11th,Huang High School,72,55
1036,10th,Huang High School,67,91
1037,10th,Huang High School,90,80
1038,9th,Huang High School,83,83
1039,9th,Huang High School,66,76
1040,10th,Huang High School,82,94
1041,9th,Huang High School,99,64
1042,11th,Huang High School,86,98
1043,9th,Huang High School,97,96
1044,11th,Huang High School,85,80
1045,10th,Huang High School,96,55
1046,10th,Huang High School,70,92
1047,9th,Huang High School,83,96
1048,11th,Huang High School,78,78
1049,9th,Huang High School,98,59
1050,11th,Huang High School,65,74
1051,9th,Huang High School,90,65
1052,11th,Huang High School,63,83
1053,10th,Huang High School,89,94
1054,12th,Huang High School,69,64
1055,12th,Huang High School,92,75
1056,9th,Huang High School,75,79
1057,11th,Huang High School,64,97
1058,9th,Huang High School,77,73
1059,11th,Huang High School,90,87
1060,9th,Huang High School,82,65
1061,10th,Huang High School,95,97
1062,9th,Huang High School,74,95
1063,10th,Huang High School,92,98
1064,9th,Huang High School,94,99
1065,12th,Huang High School,96,83
1066,12th,Huang High School,66,75
1067,9th,Huang High School,95,96
1068,11th,Huang High School,95,58
1069,9th,Huang High School,86,67
1070,11th,Huang High School,64,60
1071,10th,Huang High School,72,66
1072,12th,Huang High School,79,68
1073,9th,Huang High School,80,90
1074,10th,Huang High School,78,96
1075,12th,Huang High School,67,96
1076,10th,Huang High School,96,60
1077,9th,Huang High School,98,65
1078,10th,Huang High School,75,82
1079,12th,Huang High School,95,93
1080,11th,Huang High School,87,75
1081,11th,Huang High School,64,87
1082,9th,Huang High School,76,57
1083,9th,Huang High School,67,83
1084,9th,Huang High School,73,87
1085,12th,Huang High School,83,62
1086,11th,Huang High School,95,73
1087,11th,Huang High School,69,59
1088,12th,Huang High School,75,72
1089,9th,Huang High School,71,73
1090,9th,Huang High School,95,78
1091,12th,Huang High School,71,94
1092,9th,Huang High School,68,95
1093,10th,Huang High School,65,61
1094,11th,Huang High School,84,74
1095,9th,Huang High School,66,78
1096,10th,Huang High School,99,62
1097,12th,Huang High School,68,85
1098,9th,Huang High School,76,91
1099,12th,Huang High School,63,84
1100,11th,Huang High School,73,96
1101,12th,Huang High School,90,85
1102,12th,Huang High School,68,64
1103,10th,Huang High School,74,86
1104,9th,Huang High School,66,72
1105,9th,Huang High School,92,90
1106,9th,Huang High School,70,71
1107,12th,Huang High School,67,95
1108,11th,Huang High School,82,69
1109,11th,Huang High School,89,69
1110,12th,Huang High School,76,97
1111,11th,Huang High School,74,90
1112,9th,Huang High School,94,83
1113,10th,Huang High School,90,79
1114,12th,Huang High School,95,81
1115,12th,Huang High School,93,93
1116,9th,Huang High School,97,87
1117,10th,Huang High School,68,62
1118,11th,Huang High School,65,61
1119,9th,Huang High School,84,97
1120,10th,Huang High School,68,65
1121,10th,Huang High School,86,83
1122,9th,Huang High School,87,81
1123,9th,Huang High School,67,78
1124,11th,Huang High School,92,77
1125,10th,Huang High School,74,63
1126,10th,Huang High School,64,91
1127,9th,Huang High School,70,69
1128,9th,Huang High School,97,88
1129,11th,Huang High School,92,55
1130,10th,Huang High School,85,91
1131,10th,Huang High School,90,58
1132,11th,Huang High School,97,73
1133,12th,Huang High School,68,70
1134,10th,Huang High School,81,71
1135,12th,Huang High School,92,73
1136,9th,Huang High School,81,95
1137,9th,Huang High School,79,63
1138,10th,Huang High School,91,61
1139,12th,Huang High School,78,78
1140,10th,Huang High School,72,61
1141,11th,Huang High School,88,83
1142,9th,Huang High School,91,87
1143,10th,Huang High School,70,76
1144,11th,Huang High School,95,58
1145,9th,Huang High School,65,88
1146,9th,Huang High School,79,85
1147,9th,Huang High School,96,57
1148,12th,Huang High School,63,70
1149,11th,Huang High School,86,78
1150,11th,Huang High School,88,83
1151,9th,Huang High School,63,85
1152,11th,Huang High School,73,95
1153,12th,Huang High School,77,66
1154,10th,Huang High School,93,83
1155,10th,Huang High School,89,75
1156,9th,Huang High School,83,64
1157,12th,Huang High School,77,91
1158,12th,Huang High School,71,72
1159,9th,Huang High School,84,61
1160,12th,Huang High School,95,98
1161,12th,Huang High School,73,67
1162,11th,Huang High School,73,95
1163,12th,Huang High School,86,58
1164,9th,Huang High School,94,85
1165,12th,Huang High School,87,84
1166,9th,Huang High School,81,55
1167,11th,Huang High School,97,56
1168,10th,Huang High School,65,67
1169,10th,Huang High School,64,63
1170,10th,Huang High School,96,71
1171,9th,Huang High School,82,61
1172,10th,Huang High School,67,57
1173,10th,Huang High School,73,77
1174,9th,Huang High School,91,72
1175,9th,Huang High School,97,87
1176,11th,Huang High School,76,63
1177,9th,Huang High School,93,73
1178,10th,Huang High School,80,77
1179,11th,Huang High School,63,59
1180,12th,Huang High School,68,88
1181,12th,Huang High School,90,69
1182,10th,Huang High School,78,78
1183,11th,Huang High School,88,88
1184,10th,Huang High School,89,77
1185,10th,Huang High School,76,72
1186,10th,Huang High School,82,55
1187,11th,Huang High School,82,86
1188,11th,Huang High School,72,69
1189,11th,Huang High School,77,78
1190,9th,Huang High School,82,61
1191,11th,Huang High School,84,74
1192,9th,Huang High School,64,56
1193,11th,Huang High School,64,62
1194,11th,Huang High School,72,98
1195,11th,Huang High School,64,92
1196,12th,Huang High School,91,65
1197,9th,Huang High School,87,77
1198,10th,Huang High School,83,83
1199,12th,Huang High School,79,76
1200,12th,Huang High School,73,66
1201,9th,Huang High School,64,79
1202,12th,Huang High School,74,75
1203,12th,Huang High School,83,92
1204,9th,Huang High School,69,73
1205,9th,Huang High School,86,81
1206,9th,Huang High School,89,62
1207,10th,Huang High School,88,70
1208,11th,Huang High School,95,64
1209,9th,Huang High School,93,71
1210,10th,Huang High School,88,57
1211,9th,Huang High School,85,90
1212,10th,Huang High School,97,81
1213,11th,Huang High School,91,78
1214,10th,Huang High School,93,83
1215,12th,Huang High School,64,71
1216,9th,Huang High School,63,73
1217,12th,Huang High School,69,95
1218,10th,Huang High School,90,75
1219,11th,Huang High School,76,74
1220,10th,Huang High School,76,75
1221,11th,Huang High School,65,66
1222,11th,Huang High School,69,78
1223,9th,Huang High School,81,96
1224,9th,Huang High School,75,70
1225,10th,Huang High School,78,85
1226,11th,Huang High School,88,57
1227,9th,Huang High School,70,90
1228,12th,Huang High School,71,92
1229,10th,Huang High School,65,57
1230,10th,Huang High School,65,95
1231,11th,Huang High School,87,81
1232,11th,Huang High School,67,56
1233,9th,Huang High School,68,79
1234,9th,Huang High School,80,94
1235,10th,Huang High School,67,65
1236,11th,Huang High School,82,98
1237,10th,Huang High School,93,76
1238,9th,Huang High School,77,77
1239,9th,Huang High School,73,56
1240,11th,Huang High School,74,67
1241,9th,Huang High School,97,81
1242,12th,Huang High School,76,99
1243,10th,Huang High School,99,78
1244,10th,Huang High School,66,58
1245,10th,Huang High School,70,81
1246,9th,Huang High School,79,84
1247,10th,Huang High School,99,79
1248,11th,Huang High School,87,57
1249,12th,Huang High School,65,59
1250,12th,Huang High School,75,69
1251,9th,Huang High School,75,82
1252,11th,Huang High School,76,84
1253,9th,Huang High School,83,95
1254,10th,Huang High School,91,89
1255,12th,Huang High School,90,89
1256,12th,Huang High School,99,80
1257,9th,Huang High School,92,81
1258,9th,Huang High School,95,87
1259,12th,Huang High School,96,59
1260,10th,Huang High School,73,73
1261,12th,Huang High School,68,64
1262,9th,Huang High School,97,66
1263,11th,Huang High School,84,72
1264,12th,Huang High School,81,84
1265,9th,Huang High School,95,66
1266,10th,Huang High School,94,70
1267,9th,Huang High School,78,70
1268,10th,Huang High School,66,59
1269,12th,Huang High School,85,67
1270,10th,Huang High School,79,78
1271,10th,Huang High School,97,98
1272,11th,Huang High School,80,87
1273,11th,Huang High School,65,71
1274,9th,Huang High School,66,90
1275,9th,Huang High School,68,86
1276,9th,Huang High School,90,56
1277,12th,Huang High School,77,74
1278,11th,Huang High School,78,57
1279,10th,Huang High School,66,95
1280,9th,Huang High School,89,95
1281,10th,Huang High School,76,77
1282,10th,Huang High School,85,74
1283,10th,Huang High School,70,84
1284,11th,Huang High School,90,69
1285,11th,Huang High School,66,85
1286,11th,Huang High School,84,92
1287,9th,Huang High School,94,70
1288,10th,Huang High School,81,56
1289,9th,Huang High School,63,78
1290,10th,Huang High School,65,68
1291,10th,Huang High School,71,75
1292,10th,Huang High School,78,74
1293,10th,Huang High School,63,95
1294,10th,Huang High School,83,82
1295,12th,Huang High School,68,68
1296,9th,Huang High School,93,97
1297,10th,Huang High School,64,61
1298,12th,Huang High School,88,55
1299,9th,Huang High School,87,89
1300,10th,Huang High School,98,59
1301,10th,Huang High School,79,59
1302,11th,Huang High School,68,84
1303,9th,Huang High School,83,90
1304,10th,Huang High School,84,87
1305,12th,Huang High School,84,55
1306,10th,Huang High School,98,96
1307,10th,Huang High School,81,59
1308,12th,Huang High School,71,90
1309,11th,Huang High School,89,83
1310,9th,Huang High School,63,95
1311,12th,Huang High School,75,95
1312,9th,Huang High School,75,61
1313,11th,Huang High School,98,93
1314,9th,Huang High School,94,79
1315,12th,Huang High School,69,57
1316,11th,Huang High School,85,59
1317,11th,Huang High School,98,91
1318,11th,Huang High School,67,63
1319,9th,Huang High School,80,89
1320,12th,Huang High School,68,78
1321,11th,Huang High School,91,79
1322,12th,Huang High School,95,67
1323,9th,Huang High School,79,55
1324,10th,Huang High School,78,74
1325,10th,Huang High School,83,74
1326,11th,Huang High School,69,56
